Handle,Variant Barcode,Title,Body (HTML),Vendor,Product Category,Type,Tags,Option1 Name,Option1 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Gift Card,Variant Weight Unit,Cost per item,Included / United States,Included / International,Status
gilmore-caimin-blackgate-10-inch-vinyl-numbered-sticker-20250919,4062548110746,"Gilmore, Caimin - Blackgate LP (10-Inch Vinyl, Numbered, Sticker)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,33.7046,40.7046,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/96/4447196-3428132.jpg,FALSE,lb,27.7046,TRUE,TRUE,draft
dragongirl-hot-blue-the-remixes-20250919,7090060760337,Dragongirl - Hot Blue (The Remixes) LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,36.0223,43.0223,TRUE,TRUE,,FALSE,lb,30.0223,TRUE,TRUE,draft
action-tension-space-new-dimensions-20250919,7090060760344,Action & Tension & Space - New Dimensions LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,36.7923,43.7923,TRUE,TRUE,,FALSE,lb,30.7923,TRUE,TRUE,draft
hayden-elk-lake-serenade-anniversary-edition-slipsleeve-digsleeve-packaging-poster-sticker-20250919,623339836012,"Hayden - Elk-Lake Serenade LP (Anniversary Edition, Slipsleeve/Digsleeve Packaging, Poster, Sticker)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,29.084600000000002,36.0846,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/66/4442466-3416136.jpg,FALSE,lb,23.084600000000002,TRUE,TRUE,draft
hayden-elk-lake-serenade-indie-exclusive-deluxe-edition-anniversary-edition-numbered-180-gram-vinyl-gatefold-lp-jacket-poster-sticker-20250919,623339836111,"Hayden - Elk-Lake Serenade LP (Indie Exclusive, Deluxe Edition, Anniversary Edition, Numbered, 180 Gram Vinyl, Gatefold LP Jacket, Poster, Sticker)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,50.6446,57.98,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/67/4442467-3416137.jpg,FALSE,lb,44.6446,TRUE,TRUE,draft
yossy-little-noise-weaver-koi-ni-isogashikute-je-t-aime-moi-non-plus-20250919,4543034053872,Yossy Little Noise Weaver - Koi Ni Isogashikute / Je T`Aime... Moi Non Plus LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>'From Koi ni Isogashikute, the 5th album by Yossy Little Noise Weaver released on June 11, 2025, two of the most sought-after tracks for 7-inch format have been carefully selected for vinyl.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,40,shopify,continue,manual,26.7746,33.7746,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/35/4442135-3415636.jpg,FALSE,lb,20.7746,TRUE,TRUE,draft
howe-steve-natural-timbre-ltd-translucent-green-vinyl-united-kingdom-import-limited-edition-clear-vinyl-green-20250919,5056688842475,"Howe, Steve - Natural Timbre - Ltd Translucent Green Vinyl LP (United Kingdom - Import, Limited Edition, Clear Vinyl, Green)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>'Natural Timbre' features Howe, joined by his son Dylan on drums, in an acoustic setting with an array of instruments including acoustic guitar, banjo, mandolin, dobro, lap steel guitar, mandocello and koto across a range of original instrumental compositions and Classical interpretations to produce a deeply intimate collection of moving, atmospheric and stunningly beautiful music. Steve Howe: The idea behind 'Natural Timbre' was to show that the beauty of acoustic instruments is universal"" He goes onto say: ""I really set about it, putting the electric guitar away wanting to do another kind of exploration, because like the piano, you can't get away from the tonality of acoustic sound. It's one of those beautiful, harmonizing, soothing things"".</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,56.0423,64.99,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/86/4450686-3436839.jpg,FALSE,lb,50.0423,TRUE,TRUE,draft
divine-comedy-rainy-sunday-afternoon-dark-green-colored-vinyl-green-20250919,5063176076014,"Divine Comedy - Rainy Sunday Afternoon - Dark Green LP (Colored Vinyl, Green)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Recorded at Abbey Road in autumn of 2024, Rainy Sunday Afternoon' nis The Divine Comedy's thirteenth album and their first studio album since 2019's Office Politics. The band's Neil Hannon most recently wrote the original songs for the Warner Bros blockbuster Wonka. Neil says: ""My musical output is, for better or worse, a representation of my personality. A good chunk of that personality revels in the rumbumptious; celebrates the silly. And I made ample use of that for the Wonka songs. I have though, like everyone, a darker, more melancholy side. And for one reason or another it has been much in evidence of late. I needed to use this album as an outlet for those feelings. To work through some stuff. Mortality; memories; relationships; political and social upheaval. Everyone should get to make an orchestral pop album once in a while. It should be available on the NHS."" One listen to Rainy Sunday Afternoon will certainly provide a tonic for these turbulent times. Two listens and you'll be addicted.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,34.474599999999995,41.474599999999995,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/98/4426598-3391691.jpg,FALSE,lb,28.4746,TRUE,TRUE,draft
thomas-jr-jr-thomas-in-the-eraserhood-white-colored-vinyl-white-20250919,5056032396463,"Thomas, Jr - Jr. Thomas in the Eraserhood - White LP (Colored Vinyl, White)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Best known for his work in Jr. Thomas & The Volcanos, Minnesota singer, songwriter, multi-instrumentalist and producer Jr. Thomas returns with a collaboration that pays homage to the golden era of soul music. Teaming up with Philadelphia production duo Maxwell Perla & Vincent John - AKA Eraserhood Sound - he's proud to present his new album 'Jr. Thomas in the Eraserhood''Jr. Thomas in the Eraserhood' came together through the magic of collaboration, and Thomas' drive to find the perfect musicians and studiocombination to fulfil his vision. After hearing Eraserhood's work with Kendra Morris, Angelo Outlaw, and Say She She, he knew he'd found the perfect match: ""The Eraserhood sessions were fuelled by focus, hard work, and puredetermination. In the late summer of 2023, I approached Vince and Max from Eraserhood with the vision of making an album-despite not having a single song written. We booked a winter session, and I spent the next fourmonths writing.""Fast forward a few months, and Thomas flew out to Philadelphia alongside his confidant on keys, Raynier Jacildo (The Volcanos, The Black Keys) for 4-days in Eraserhood's Philly studio - formerly owned and purpose-built by Questlove. The results of working in a studio rich with history are clear when listening to 'Jr. Thomas in the Eraserhood'. An authentic, analog-focused take on soul music, it pays respect to the genre whilst joining a growing movement that seeks to bring the uplifting energy of the music to a new generation of listeners. Following in the footsteps of recent breakthroughs from the likes of Jalen Ngonda, Thee Sacred Souls and Pale Jay, the record moves between sunshine-ready, groove laden cuts like 'Can't Leave You Alone' and 'By Your Side', whilst also finding space for bluesy contemplation on tracks like 'Never Be Another' - a heartfelt tribute to and old friend of Thomas' from Minneapolis.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,31.394599999999997,38.3946,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/30/4427430-3393137.jpg,FALSE,lb,25.394599999999997,TRUE,TRUE,draft
eskorbuto-anti-todo-20250919,8435008848514,Eskorbuto - Anti Todo LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,31.394599999999997,38.3946,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/54/4443854-3418871.jpg,FALSE,lb,25.394599999999997,TRUE,TRUE,draft
irisarri-rafael-anton-a-fragile-geography-10th-anniversary-anniversary-edition-20250919,880918274928,"Irisarri, Rafael Anton - A Fragile Geography (10th Anniversary) LP (Anniversary Edition)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,33.7046,40.7046,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/21/4443821-3418881.jpg,FALSE,lb,27.7046,TRUE,TRUE,draft
